"CWNS_ID","FACILITY_ID","STATE_CODE","IMPLEMENTATION_STATUS","REMAINING_COST","ANNUAL_COST"
"09000500001",1071823,CT,Not Considering Implementation,0,0
"54000605001",1094745,WV,Fully Implemented,0,35000
"23000046001",1142481,ME,In Process of Developing,0,0
"25000040001",1092343,MA,Fully Implemented,0,0
"25000072001",1092371,MA,Fully Implemented,0,182600
"23000000037",3612741,ME,Not Considering Implementation,0,0
"23000000043",3612897,ME,Not Considering Implementation,0,0
"23000080001",1142518,ME,Fully Implemented,0,0
"23000037001",1142471,ME,Not Considering Implementation,0,0
"12000001001",1078092,FL,Not Considering Implementation,0,0
"25000013001",1092317,MA,In Process of Developing,0,0
"23000102001",1142541,ME,Fully Implemented,0,0
"23000000045",3612923,ME,Not Considering Implementation,0,0
"23000001004",1142428,ME,Fully Implemented,0,0
"25000175001",1092457,MA,Fully Implemented,0,0
"23000093001",1142532,ME,Not Considering Implementation,0,0
"23000000050",3613098,ME,Not Considering Implementation,0,0
"12000136013",385118,FL,Not Considering Implementation,0,0
"23000192001",1142616,ME,Not Considering Implementation,0,0
"23000232001",1142632,ME,Not Considering Implementation,0,0
"12000001012",1078098,FL,Not Considering Implementation,0,0
"12000001056",457150,FL,Not Considering Implementation,0,0
"23000015001",1142446,ME,Fully Implemented,0,0
"23000188001",1142614,ME,Fully Implemented,0,0
"25000189001",1092473,MA,In Process of Developing,4500000,500000
"25000151001",1092432,MA,Considering Implementation,0,0
"54000605003",2985718,WV,Fully Implemented,0,35000
"54004602001",1239030,WV,Considering Implementation,30000,0
"23000068001",1142504,ME,Not Considering Implementation,0,0
"54002919001",1095049,WV,Considering Implementation,30000,0
"23000081001",1142519,ME,Fully Implemented,0,0
"23000018001",1142449,ME,In Process of Developing,0,0
"25000074001",1092372,MA,Fully Implemented,0,5500000
"12000001047",1078119,FL,Not Considering Implementation,0,0
"23000000048",3613089,ME,Fully Implemented,0,0
"23000059001",1142496,ME,Fully Implemented,0,0
"25000184001",1092466,MA,Fully Implemented,0,0
"54003505001",1095132,WV,Fully Implemented,0,35000
"23000162001",1142594,ME,Not Considering Implementation,0,0
"23000000051",3613100,ME,Fully Implemented,0,0
"23000189001",3283848,ME,Fully Implemented,0,0
"25000028001",1092331,MA,In Process of Developing,0,0
"12000001038",2922293,FL,Not Considering Implementation,0,0
"54001713001",1094850,WV,Considering Implementation,30000,0
"54001304001",1094808,WV,Considering Implementation,30000,0
"12000077014",468873,FL,Not Considering Implementation,0,0
"54005203001",3536376,WV,Considering Implementation,30000,0
"23000006001",1142436,ME,Fully Implemented,0,0
"54001592004",3211488,WV,Fully Implemented,0,0
"12000136022",3503380,FL,Not Considering Implementation,0,0
"23000051001",1142486,ME,Fully Implemented,0,0
"12000327001",1078420,FL,Not Considering Implementation,0,0
"25000063001",1092364,MA,In Process of Developing,22580000,2160000
"25000179003",3022811,MA,In Process of Developing,7073700,0
"25000066001",1092367,MA,In Process of Developing,30000,0
"23000071001",1142508,ME,Fully Implemented,0,0
"54000000145",3613379,WV,Considering Implementation,30000,0
"54000000181",3613437,WV,Considering Implementation,30000,0
"54000000189",3613445,WV,Considering Implementation,30000,0
"54000000192",3613448,WV,Not Considering Implementation,0,0
"54000000195",3613452,WV,Considering Implementation,30000,0
"54000000206",3613464,WV,Considering Implementation,30000,0
"54000000130",3613363,WV,Considering Implementation,30000,0
"54000000132",3613365,WV,Considering Implementation,30000,0
"54000000187",3613443,WV,Considering Implementation,30000,0
"54000000188",3613444,WV,Considering Implementation,30000,0
"54000000243",3613512,WV,Considering Implementation,30000,0
"54000000247",3613518,WV,Considering Implementation,30000,0
"54000000115",3613343,WV,Considering Implementation,30000,0
"54000000142",3613375,WV,Considering Implementation,30000,0
"54000000154",3613388,WV,Considering Implementation,30000,0
"23000146001",1142583,ME,Fully Implemented,0,0
"54000000124",3613354,WV,Considering Implementation,30000,0
"54000000128",3613359,WV,In Process of Developing,30000,0
"54000000205",3613463,WV,Considering Implementation,30000,0
"54000000265",3613540,WV,Not Considering Implementation,0,0
"23000427001",3513482,ME,Not Considering Implementation,0,0
"54000000193",3613449,WV,Considering Implementation,30000,0
"54000000257",3613529,WV,Considering Implementation,30000,0
"54000000260",3613534,WV,Considering Implementation,30000,0
"23000000058",3613611,ME,Fully Implemented,0,0
"23000409001",3513467,ME,Not Considering Implementation,0,0
"54000000116",3613344,WV,Considering Implementation,30000,0
"54000000152",3613386,WV,Considering Implementation,30000,0
"54000000153",3613387,WV,Fully Implemented,0,35000
"23000042001",1142476,ME,In Process of Developing,0,0
"54002034001",1094912,WV,Fully Implemented,0,20000
"54001039001",1094788,WV,Considering Implementation,30000,0
"54000000240",3613509,WV,Considering Implementation,30000,0
"54000000246",3613516,WV,Considering Implementation,30000,0
"54000000259",3613532,WV,Considering Implementation,30000,0
"54000000120",3613350,WV,Considering Implementation,30000,0
"54000000122",3613352,WV,Considering Implementation,30000,0
"54004122002",1095203,WV,Considering Implementation,30000,0
"54004118002",1095197,WV,Fully Implemented,0,75000
"54005403002",3520837,WV,Not Considering Implementation,0,0
"54001893001",1094880,WV,Considering Implementation,30000,0
"54003880204",3519356,WV,Considering Implementation,30000,0
"54002207001",1094949,WV,Considering Implementation,30000,0
"54000218001",3537959,WV,Not Considering Implementation,0,0
"54000211001",3515740,WV,Not Considering Implementation,0,0
"23000000053",3613281,ME,Fully Implemented,0,0
"23000039001",1142473,ME,Not Considering Implementation,0,0
"54000000103",3613329,WV,Considering Implementation,30000,0
"54000000104",3613330,WV,Not Considering Implementation,0,0
"54000513002",3513616,WV,Fully Implemented,0,10000
"54000000150",3613384,WV,Considering Implementation,30000,0
"54000000280",3613999,WV,Considering Implementation,30000,0
"54003901001",1095153,WV,Fully Implemented,0,40000
"54000208002",1094703,WV,Not Considering Implementation,0,0
"54000000110",3613337,WV,Considering Implementation,30000,0
"54000000111",3613338,WV,In Process of Developing,35000,0
"54000000125",3613355,WV,Considering Implementation,30000,0
"23000151001",1142586,ME,Fully Implemented,0,0
"54000000133",3613366,WV,Fully Implemented,0,27000
"54000000135",3613368,WV,Considering Implementation,30000,0
"54000000139",3613372,WV,Not Considering Implementation,0,0
"54000000190",3613446,WV,Fully Implemented,0,25000
"54000000191",3613447,WV,Considering Implementation,30000,0
"54000000211",3613469,WV,Considering Implementation,30000,0
"54000000218",3613479,WV,Not Considering Implementation,0,0
"54000000238",3613505,WV,Considering Implementation,30000,0
"54000000109",3613336,WV,Fully Implemented,0,12100
"54000000121",3613351,WV,Considering Implementation,30000,0
"54000000138",3613371,WV,Considering Implementation,30000,0
"54000000144",3613378,WV,Considering Implementation,30000,0
"54000000277",3613553,WV,Considering Implementation,30000,0
"23000004001",1142434,ME,In Process of Developing,0,0
"54000000220",3613481,WV,Fully Implemented,0,45000
"54000000263",3613538,WV,Considering Implementation,30000,0
"23000411001",3513468,ME,Not Considering Implementation,0,0
"54000000168",3613419,WV,Considering Implementation,30000,0
"54000000171",3613423,WV,Not Considering Implementation,0,0
"54000000177",3613432,WV,Considering Implementation,30000,0
"54000000179",3613435,WV,Considering Implementation,30000,0
"54000000183",3613439,WV,Considering Implementation,30000,0
"54000000201",3613458,WV,Not Considering Implementation,0,0
"54000000202",3613459,WV,Considering Implementation,30000,0
"54000000112",3613339,WV,Considering Implementation,30000,0
"54000000156",3613391,WV,Considering Implementation,30000,0
"54000000268",3613543,WV,Considering Implementation,30000,0
"54000000208",3613466,WV,Considering Implementation,30000,0
"54000000215",3613475,WV,Fully Implemented,0,20000
"54000000216",3613476,WV,Considering Implementation,30000,0
"54000000223",3613484,WV,Considering Implementation,30000,0
"54000000225",3613488,WV,Considering Implementation,30000,0
"54000000228",3613492,WV,Considering Implementation,30000,0
"54000000232",3613497,WV,Considering Implementation,30000,0
"54000000235",3613500,WV,Considering Implementation,30000,0
"23000005001",1142435,ME,Fully Implemented,0,0
"54000000113",3613340,WV,Considering Implementation,30000,0
"54000000157",3613392,WV,Fully Implemented,0,17000
"54000000207",3613465,WV,Considering Implementation,30000,0
"54000000274",3613550,WV,In Process of Developing,72000,0
"54000000245",3613515,WV,Considering Implementation,30000,0
"54000000251",3613522,WV,Not Considering Implementation,0,0
"54000000256",3613528,WV,Considering Implementation,30000,0
"54000000262",3613537,WV,Considering Implementation,30000,0
"54000000270",3613545,WV,Not Considering Implementation,0,0
"54000000272",3613547,WV,Considering Implementation,30000,0
"54000000273",3613548,WV,Considering Implementation,30000,0
"54002405002",3513336,WV,Considering Implementation,30000,0
"23000000059",3613764,ME,Not Considering Implementation,0,0
"54000000134",3613367,WV,Not Considering Implementation,0,0
"54000000159",3613395,WV,Considering Implementation,30000,0
"54000000222",3613483,WV,Considering Implementation,30000,0
"54000000233",3613498,WV,Considering Implementation,30000,0
"54000000236",3613502,WV,Considering Implementation,30000,0
"23000423001",3513477,ME,Not Considering Implementation,0,0
"23000421001",3513476,ME,Not Considering Implementation,0,0
"54000000119",3613348,WV,Considering Implementation,30000,0
"54000000143",3613377,WV,Considering Implementation,30000,0
"54000000178",3613434,WV,Considering Implementation,30000,0
"54000000180",3613436,WV,Not Considering Implementation,0,0
"54000000186",3613442,WV,Considering Implementation,30000,0
"54000000227",3613490,WV,Considering Implementation,30000,0
"54000000241",3613510,WV,Considering Implementation,30000,0
"54000000155",3613390,WV,In Process of Developing,10000,0
"54000000229",3613493,WV,Considering Implementation,30000,0
"54000000102",3613328,WV,Not Considering Implementation,0,0
"54000000254",3613526,WV,Considering Implementation,30000,0
"23000429001",3513496,ME,Not Considering Implementation,0,0
"54000000209",3613467,WV,Considering Implementation,30000,0
"54000000213",3613473,WV,Considering Implementation,30000,0
"54000000224",3613486,WV,Not Considering Implementation,0,0
"54000000271",3613546,WV,Fully Implemented,0,7640
"54004005011",494625,WV,Considering Implementation,30000,0
"54000000282",3614153,WV,Considering Implementation,30000,0
"54000000258",3613530,WV,Considering Implementation,30000,0
"54000000226",3613489,WV,Considering Implementation,30000,0
"54000000230",3613494,WV,Not Considering Implementation,0,0
"54000000239",3613507,WV,Considering Implementation,30000,0
"54000000242",3613511,WV,Considering Implementation,30000,0
"54000000249",3613520,WV,Considering Implementation,30000,0
"54000000253",3613524,WV,Considering Implementation,30000,0
"54000000255",3613527,WV,Considering Implementation,30000,0
"54000000261",3613535,WV,Considering Implementation,30000,0
"54000000269",3613544,WV,Considering Implementation,30000,0
"54000000275",3613551,WV,Fully Implemented,0,15000
"54000000276",3613552,WV,Considering Implementation,30000,0
"54000000200",3613457,WV,Fully Implemented,0,10000
"54000000231",3613496,WV,Fully Implemented,0,30287
"23000020001",1142451,ME,In Process of Developing,0,0
"54000000234",3613499,WV,Fully Implemented,0,10000
"54000000252",3613523,WV,Considering Implementation,30000,0
"54000000279",3613555,WV,Considering Implementation,30000,0
"23000113001",1142552,ME,Not Considering Implementation,0,0
"23000425001",3513479,ME,Not Considering Implementation,0,0
"23000413001",3513469,ME,Not Considering Implementation,0,0
"23000000052",3613212,ME,In Process of Developing,0,0
"54000217001",3537958,WV,Not Considering Implementation,0,0
"23000134001",1142572,ME,Considering Implementation,60000,0
"23000014001",1142445,ME,In Process of Developing,0,0
"23000049001",1142484,ME,Not Considering Implementation,0,0
"54000000118",3613346,WV,Fully Implemented,0,0
"54000000244",3613514,WV,Fully Implemented,0,22000
"23000000056",3613525,ME,Fully Implemented,0,0
"23000150001",1142585,ME,Fully Implemented,0,0
"54000000101",3613177,WV,Not Considering Implementation,0,0
"54000000148",3613382,WV,Considering Implementation,30000,0
"54000000163",3613399,WV,Considering Implementation,30000,0
"54000000067",3609414,WV,Considering Implementation,30000,0
"54000000158",3613394,WV,Considering Implementation,30000,0
"23000142001",1142580,ME,Considering Implementation,0,0
"54000000164",3613400,WV,Considering Implementation,30000,0
"54000000278",3613554,WV,Considering Implementation,30000,0
"23000127001",1142565,ME,Not Considering Implementation,0,0
"54000000126",3613356,WV,Fully Implemented,0,9000
"23000010001",1142441,ME,Fully Implemented,0,0
"54000000184",3613440,WV,Considering Implementation,30000,0
"54000000185",3613441,WV,Considering Implementation,30000,0
"54000000197",3613454,WV,Considering Implementation,30000,0
"54000000210",3613468,WV,Fully Implemented,0,4300
"54000000219",3613480,WV,Considering Implementation,30000,0
"23000067001",1142502,ME,Fully Implemented,0,0
"23000020002",1142452,ME,Considering Implementation,0,0
"54000000248",3613519,WV,Considering Implementation,30000,0
"54000000107",3613333,WV,Considering Implementation,30000,0
"54000000127",3613358,WV,Considering Implementation,30000,0
"54000000137",3613370,WV,Considering Implementation,30000,0
"23000000055",3613389,ME,Fully Implemented,0,0
"54000000165",3613401,WV,Considering Implementation,30000,0
"54000000129",3613360,WV,Considering Implementation,30000,0
"54000000136",3613369,WV,Considering Implementation,30000,0
"23000110001",1142549,ME,Fully Implemented,0,0
"54000000146",3613380,WV,Considering Implementation,30000,0
"54000000160",3613396,WV,Not Considering Implementation,0,0
"54000000281",3614150,WV,Considering Implementation,30000,0
"54002501002",3513302,WV,Fully Implemented,0,10500
"54002703011",3513306,WV,Not Considering Implementation,0,0
"54005001002",3513319,WV,Fully Implemented,0,18952
"54001013010",3513457,WV,Fully Implemented,0,25000
"54000000250",3613521,WV,Not Considering Implementation,0,0
"54000000267",3613542,WV,Considering Implementation,30000,0
"54002505010",3514217,WV,Considering Implementation,30000,0
"04001503001",3538076,AZ,Not Considering Implementation,0,0
"04001503002",1069518,AZ,Not Considering Implementation,0,0
"54002101001",1094942,WV,Considering Implementation,30000,0
"54000000285",3614157,WV,Fully Implemented,0,40000
"54000000286",3614158,WV,Considering Implementation,30000,0
"54005401001",1095310,WV,Not Considering Implementation,0,0
"23000069002",1142506,ME,Fully Implemented,0,0
"54000000161",3613397,WV,Considering Implementation,30000,0
"54000000170",3613422,WV,Considering Implementation,30000,0
"54000000172",3613424,WV,Considering Implementation,30000,0
"54000000237",3613504,WV,Considering Implementation,30000,0
"54000000284",3614155,WV,Considering Implementation,30000,0
"54000206001",3515739,WV,Not Considering Implementation,0,0
"23000034002",3518176,ME,Fully Implemented,0,0
"54003509001",1095137,WV,Considering Implementation,30000,0
"23000153001",1142587,ME,Fully Implemented,0,0
"23000050001",1142485,ME,Not Considering Implementation,0,0
"54000000106",3613332,WV,Considering Implementation,30000,0
"23000137001",1142575,ME,Fully Implemented,0,0
"54000000114",3613342,WV,Considering Implementation,30000,0
"54000000117",3613345,WV,Considering Implementation,30000,0
"54000000123",3613353,WV,Fully Implemented,0,10800
"54000000131",3613364,WV,Not Considering Implementation,0,0
"54000000264",3613539,WV,Considering Implementation,30000,0
"54000000266",3613541,WV,Considering Implementation,30000,0
"54000000140",3613373,WV,Considering Implementation,30000,0
"54000000141",3613374,WV,Fully Implemented,0,17000
"54000000147",3613381,WV,Not Considering Implementation,0,0
"54000000149",3613383,WV,Considering Implementation,30000,0
"54000000151",3613385,WV,Considering Implementation,30000,0
"54000000162",3613398,WV,In Process of Developing,40000,0
"54000000166",3613403,WV,Considering Implementation,30000,0
"23000020003",1142453,ME,In Process of Developing,0,0
"23000419001",3513472,ME,Not Considering Implementation,0,0
"23000417001",3513471,ME,Not Considering Implementation,0,0
"23000175001",1142608,ME,Considering Implementation,0,0
"23000401001",3513459,ME,Not Considering Implementation,0,0
"54000000167",3613418,WV,Considering Implementation,30000,0
"54000000169",3613421,WV,Considering Implementation,30000,0
"54000000173",3613426,WV,Considering Implementation,30000,0
"54000000174",3613427,WV,Considering Implementation,30000,0
"54000000175",3613429,WV,Considering Implementation,30000,0
"54000000176",3613430,WV,Considering Implementation,30000,0
"54000000194",3613450,WV,Considering Implementation,30000,0
"54000000196",3613453,WV,Considering Implementation,30000,0
"54000000198",3613455,WV,Considering Implementation,30000,0
"54000000199",3613456,WV,Considering Implementation,30000,0
"54000000203",3613460,WV,Considering Implementation,30000,0
"54000000204",3613461,WV,Considering Implementation,30000,0
"54000000214",3613474,WV,Considering Implementation,30000,0
"54000000217",3613477,WV,Considering Implementation,30000,0
"54000000221",3613482,WV,Considering Implementation,30000,0
"25000261001",1092541,MA,Not Considering Implementation,0,0
"25000048001",1092351,MA,Fully Implemented,0,5000000
"54000207001",1094701,WV,Not Considering Implementation,0,0
"25000018001",2975904,MA,In Process of Developing,0,0
"25000171001",1092452,MA,In Process of Developing,0,0
"54000202002",3513419,WV,Not Considering Implementation,0,0
"04002800003",3539236,AZ,Considering Implementation,0,0
"25000012001",1092316,MA,Considering Implementation,0,0
"25000062001",1092363,MA,Fully Implemented,0,0
"25000179001",1092461,MA,Considering Implementation,0,0
"25000097001",1092392,MA,Fully Implemented,0,300000
"54002502002",3513338,WV,Considering Implementation,30000,0
"54000000212",3613470,WV,Considering Implementation,30000,0
"54000000182",3613438,WV,Considering Implementation,30000,0
"54002509002",3513456,WV,Considering Implementation,30000,0
"54003508001",1095136,WV,Fully Implemented,0,20000
"54000208022",3407016,WV,Not Considering Implementation,0,0
"12000001042",1078114,FL,Not Considering Implementation,0,0
"12000154001",1078314,FL,Fully Implemented,0,0
"23000025001",1142458,ME,Not Considering Implementation,0,0
"23000027001",1142460,ME,Considering Implementation,0,0
"23000090002",1142530,ME,Fully Implemented,0,0
"23000101001",1142540,ME,Not Considering Implementation,0,0
"54001015001",1094770,WV,Considering Implementation,30000,0
"54002416001",3007363,WV,Considering Implementation,30000,0
"54002505007",3513998,WV,Considering Implementation,30000,0
"54002606001",1094997,WV,Fully Implemented,0,12100
"54002793002",1095026,WV,Considering Implementation,30000,0
"54003310001",1095102,WV,Considering Implementation,30000,0
"54003404001",1095117,WV,Considering Implementation,30000,0
"54003799001",1095147,WV,Considering Implementation,30000,0
"54004102002",1095181,WV,Considering Implementation,30000,0
"54004801002",1095264,WV,Considering Implementation,30000,0
"51000020003",1192609,VA,In Process of Developing,0,20000
"54000201001",3515676,WV,Not Considering Implementation,0,0
"25000390001",3081331,MA,In Process of Developing,0,0
